text,character
"Barney, do you want...?",Robin
"I don't want to do anything. Don't tell anyone about this, okay?",Barney
"I'm serious. It's a great look. I think it could come back, but one question. Does it cost half as much as glasses?",Ted
Can I steal you for a second? You don't need to worry. I... What are you doing?,Zoey
"Oh, I thought we were...",Ted
Fine. I erased the tape.,Zoey
What?,Ted
I don't need it. I'm going to b*at you fair and square.,Zoey
Thanks.,Ted
But it's good to know how easily you can be manipulated by a woman.,Zoey
"You look gross when you cry, you know that? Some women look cute. You look like a basset hound.",Ted
"Oh, laugh it up now. Because starting Monday, I got you in my crosshairs.",Zoey
"Bring it on, Princess.",Ted
"Eriksen... It's, uh, 3:00 a.m. You know what, you might as well not even go home.",Arthur
"Oh, God, I have been craving this burger all day.",Robin
Do you know what plays a huge role in helping a woman conceive? Cervical mucus.,Lily
"Oh, my God, I can't wait to see this movie. I hear it's really scary.",Robin
"Oh, change of plans. I thought violent images wouldn't be good for my future fetus, so instead, I rented this video of a live water birth.",Lily
They don't know what it is. It just showed up on my mom's X-ray.,Robin
Look at this crib.,Lily
"Oh, you're wearing a flower.",Marshall
Thank you.,Barney
"Ah, didn't compliment. Just observed.",Marshall
I know. Isn't it?,Barney
Why are you wearing that?,Robin
Why does Barney do anything ever?,Ted
"Exactly. Science. There is an 83% correlation between the times men wear boutonnieres and the times they get laid. Think about it. Proms, weddings. Grandmas' funerals. Thanks for the redhead, Nana. The everyday boutonniere by Stinson.",Barney
"And nope. I'm sorry, Barney, but no girl is going home with a guy with a flower on his chest. Unless he's a clown, and she's in the trunk of his car.",Robin
Along with 50 other clowns. It's a clown car. Oh.,Marshall
"Robin, did you know that boutonniere is French for bootie is near? True story. Une histoire vraie.",Barney
Hmm! Did you know that Barney is French for sad little guy who works way too hard to get laid,Robin
"Woman, you best check yourself.",Barney
"Yeah, on the bright side, I guess suits are pretty boring without them, so...",Robin
Madam... that is an insult that cannot be borne! I demand satisfaction!,Barney
"What, are we gonna duel?",Robin
"No. I'm going to show everyone this embarrassing video of you. It's Robin Sparkles III, y'all!",Barney
I cannot wait to see what's on this DVD!,Barney
"Oh, you haven't watched it yet?",Marshall
"No, of course not. I wanted my first time to be with someone I cared about.",Barney
"Sweet! I get that a lot. Well, once.",Marshall
"Hey, Robin, do you want to go get a Korean massage on Saturday?",Lily
"Oh, I'd love to. I've got this knot in my neck that's so annoying.",Robin
"Yeah, I figured I should get one now because once I get pregnant, no more massages. Just so annoying.",Lily
Space Teens?! Is this a porno?,Barney
"No, no. Dude, dude. Sweet! It's a kids' show.",Robin
"I don't know. This does have all the earmarks of p*rn. Stripper pole, bad lighting, delusional girl who thinks it's a stepping stone to mainstream success.",Ted
"Yeah, yeah, yeah, it's a big old bowl of pornflakes. Whoa! And who is this exquisite keytarist I assum you're about to make sweet love to?",Barney
"Oh, that's Jessica Glitter. She was my BFF on the show and in real life.",Robin
"Ah, BFFs. Did you guys have sleepovers? Get mad at each other and wrestle, but then end up kissing in a tender embrace? Here, show us on Lily.",Barney
"Barney, you know what? If you're going to be disgusting, we're not watching this, okay?",Robin
"Yeah. Come on, Barney. It's just a cute little story about... What exactly is this about?",Lily
"Oh, two average Canadian teenagers who solve crimes in space using math.",Robin
That sounds ridiculous.,Marshall
"Sparkles, Glitter, we're about to enter an asteroid belt, eh.",Robot
"Oh. Oh. I have to say, as much as I hate to agree with Barney, this does seem to be a veritable pornucopia.",Lily
"Okay, guys, come on. It's a kids' show! Like Electric Company or Sesame Street or, um...",Robin
You can't do that on television.,Marshall
Exactly.,Robin
No. You can't do that on television!,Marshall
"Robin, this show is so dirty, I don't know whether to hug you or run a shower for you so you can sit there alone, crying and clenching your knees.",Ted
"It's just bad camera work, okay? Wayne, our camera guy... he wasn't that great.",Robin
"I don't know. I think he did a pretty good job, considering he was probably only using one hand.",Marshall
"You know what? I feel bad for you Americans, that you can look at this wondrous and educational adventure through space, and see something obscene. Can you just please try to look at this with the innocence of a child?",Robin
"Coming up. Here we go. Girls, if you want to get through the asteroid belt, you've got to use multiplication. To the joystick! Okay, Space Teens, let's multiply! Five times six?",Man
Yes! Oh! Seven times four?,Man
Keep going! Eight times nine?,Man
Don't stop now! Almost there! 23 times three?,Man
"I'm sorry. We got to ration this. It's like we're on a desert island, and this video is a really hot, naked chick, and she's got, like, seaweed on her and a seashell bra. You all feel me?",Barney
"Hey, if you and Jessica are BFFs, how come we've never met her?",Lily
"Okay, well, it was a long time ago, okay? I get a Christmas card from her every year, but we're not really friends anymore.",Robin
But BFFs are forever.,Lily
"Oh, come on, Lily. Nobody stays friends with their high school friends.",Marshall
I'm still friends with Punchy.,Ted
"Dude, he lives in Cleveland. You see him once a year, at which point, he punches you really hard in the arm and tells everyone how you dookied your pants. I know, on paper he sounds great, but you guys aren't really friends.",Marshall
"Look, I may not see him a lot, but it doesn't matter. Observe.",Ted
Schmosby!,Punchy
Punchy!,Ted
"Hey, good talking to you, Ted.",Punchy
"Yeah, you, too. If you're ever in New York.",Ted
Definitely.,Punchy
We are just two peas.,Ted
I don't get it. How can you and Glitter just stop being friends? Best friends don't do that.,Lily
"Well, we did, okay? And I haven't talked to her in, like, five years, so just drop it. I got to go.",Robin
Whoa. What do you think came between Robin and Jessica?,Lily
"Much like our friends, the Space Teens, I think I can solve this crime with math. Okay... Okay, here is a Christmas card that Jessica sent Robin. Lily, how old would you say that kid is?",Ted
"Four years, three months.",Lily
Which means Jessica got pregnant five years ago. Right around the time she and Robin stopped being friends.,Ted
Of course. Robin hates kids.,Marshall
The last thing she would want to do is hang out with some little brat.,Barney
"Thus, if I may... When Glitter's womb a fruit did bear, Robin said, To hell with this, I'm outta hare. Glitter got pregnant, so Robin dumped her.",Ted
"That's got to be it, right, Lil? Lil?",Marshall
Robin's gonna dump me!,Lily
"Oh, sweetheart.",Marshall
When a second uterus plumped becomes...,Ted
Dude. Feel the room.,Marshall
No.,Robin
We've been waiting all day!,Ted
Just watch it without me.,Robin
Two dudes on the couch together watching p*rn? That's kind of weird.,Barney
"Okay, it's not p*rn, it's a kids' show.",Robin
Two dudes watching a kids' show might be worse.,Ted
"Okay, fine, I'll watch it with you. Yeah! But if either of you makes even one peep about the show being dirty, I'm turning it off.",Robin
We...,Barney
I'm serious.,Robin
Our characters had pet beavers.,Robin
Sure.,Ted
The beaver is the official animal of Canada. It's our national mascot.,Robin
It's a noble creature.,Barney
"Okay, girls. Everyone knows a beaver's favorite food is wood. I just hope we brought along enough of it for our three-day galactic space journey. So let's do the math. If Robin's beaver devours six inches of wood every half hour, and Jessica's beaver devours eight inches of wood every 45 minutes, how much wood will I need to keep both of these beavers well-fed all weekend long? While you figure it out at home, how about we sing you a song about our beavers?",Man
"Hey! No! You don't get to hear the beaver song! It is a sweet song about friendship, and you guys are being disgusting, and beavers are adorable!",Robin
No arguments here.,Barney
'Sup Shmosby!,Punchy
"Punchy, what are you doing here?",Ted
"Well, yesterday you said if I was ever in New York. 'Sup, turds?",Punchy
"Okay, uh, uh, where are you staying?",Ted
"In your mom's pants. Trick. She's old. Hey, don't worry about me. I'm cool on the couch.",Punchy
Whoa. He's staying here? You're staying here?,Robin
"I know! It's so good, right? Feel like you're dreaming? But check your totem, brah. Punchy's here in the flesh. So, why don't we get one of these, Ted? Yeah. Remember these? High school? Junior high? Yeah. Elementary school? Remember those?",Punchy
"Hey, Schmosby, remember when you dookied in your pants down by the lake? Unbelievable!",Punchy
"Hey, Schmosby, remember when you dookied on our couch in the form of your idiot high school friend? Unbelievable!",Robin
Come on. I worry about the guy. He's had the same dead-end job at a car rental place for 15 years.,Ted
Don't care.,Robin
He's been stuck in Cleveland his whole life.,Ted
Get a hotel.,Robin
Robin... LeBron.,Ted
"Okay, one night. Got to go.",Robin
Where are you going? We just got here.,Lily
"Oh, a Korean massage.",Robin
By yourself?,Lily
"Well, I figured you'd be busy, reading What to Expect When You're Expecting to Expect.",Robin
"Guys, did you see that? She's going to a Korean massage without me. That's our thing. I'm telling you, she's gonna dump me, just like she dumped Glitter.",Lily
"Lily, come on. We don't even know that's what happened.",Marshall
"Um, hello, somebody already solved that crime using math, remember?",Ted
"Look, Lily. Robin is clearly getting tired of you constantly talking about babies.",Marshall
I don't.,Lily
"Lily, how old am I?",Marshall
384 months.,Lily
Busted!,Punchy
"Okay. So before you Lily all over the place, maybe you should try hanging out with Robin and not talking about babies.",Marshall
"Hey, Lily, what brings you to the crib?",Robin
Crib...,Lily
What's the matter? You look rattled.,Robin
Rattled? I want to talk about babies.,Lily
What?,Robin
"Look, I know you don't care about this stuff, but I'm about to become a mother. And as a future mother, I'm gonna need the support...",Lily
"Oh, my God! You're not even pregnant yet.",Robin
What's that supposed to mean?,Lily
"It means that a fertilized egg has not yet attached itself to the lining of your uterine wall. You see? I read your Facebook updates. God, it's like it's all you ever talk about, Lily, and I'm sick of it!",Robin
"Well, guess what? I've got some good news. When that baby comes, you don't have to see it. In fact, you don't have to see me. This whole friendship thing? Done.",Lily
Great.,Robin
Great.,Lily
For crying out loud. You broke up with Robin?,Marshall
"I had to. We were growing apart, and we're better off without each other.",Lily
"Okay, Lily, you sound about as convincing as you did the time you accidentally shredded my Joey Buttafuoco pants.",Marshall
No!,Lily
"Get on the phone, call Robin and fix this.",Marshall
I can't. The damage is done. Can you just hold me?,Lily
"You know what? No. I don't agree with what you did, and so I refuse to comfort you, despite how adorable you are when you cry.",Marshall
Okay.,Lily
"Okay. Maybe just one cuddle, but then that is it.",Marshall
Times Square's the b*mb! I got so many great pictures of all the billboards.,Punchy
"Yeah. You know, there's more to New York than Times Square. There's the Village, the Lower East Side, Central Park...",Ted
They got better billboards then the ones in Times Square?,Punchy
No.,Ted
Times Square's the b*mb!,Punchy
"Here. You know what? Hold this, okay?",Ted
I'm going to go pee in the jar I got going in the alley.,Punchy
"Seriously, dude, he has got to go. You need to be like, You are the weakest link. Goodbye. Punchy, the tribe has spoken. Please pack up your knives and go. Your work of art didn't work for us. Your time's up. I have to ask you to leave the mansion. You must leave the chateau. Your tour ends here. You've been chopped.",Barney
"Okay, yeah. I know.",Ted
"You've been evicted from the Big Brother house. Your dessert just didn't measure up. Sashay away. Give me your jacket and leave Hell's Kitchen. I'm sorry, you did not get a rose. You have been eliminated from the race. You are no longer in the running to be America's Next Top Model. You're fired. Auf Wiedersehen.",Barney
"Ted, come look at this. I found a little wounded bird in the alley.",Punchy
That's your scrotum.,Ted
"You know what it is, Ted. You know what it is. Come on, Ted. You always fall for that.",Punchy
"Yeah, he's gotta go.",Ted
What are we doing in Madison Square Garden?,Lily
"Okay, you refused to talk to Robin. So I thought that you might like to talk to... the organist for the New York Rangers. Jessica Glitter?!",Marshall
How did you find Glitter?,Lily
"Simple, really. I used my powers of deduction. You see, I knew Glitter used to be a keytarist, which is basically a piano, so I just made a list of all the keyboard-based occupations and then I cross-matched them...",Marshall
"Yo, Glitter... Be cool.",Marshall
More like ex-best friends. Just like you.,Lily
"Yeah, well, Marshall and I are about to get pregnant, and I know she stopped being friends with you when you had a baby, so...",Lily
What? Why?,Lily
Charge!,Marshall
Wow. You dumped her just because you had a baby? That's cold.,Lily
"Oh, God. I gotta go. I gotta go apologize to Robin. I- I need to tell her I love her, and that she'll always be a priority.",Lily
"Hey, do you guys get Big Chuck and Little John out here?",Punchy
"Punchy, it's time to go back.",Ted
Back to Times Square?!,Punchy
"Uh, no. Back-Back to Cleveland.",Ted
"I don't know if I can do that, bro. I mean, yeah, I've been jonesing for a piece of Cleveland-style pizza, but I feel bad about leaving you out here. I worry about you, Ted.",Punchy
You worry about me?,Ted
"Yeah. The other day, when you called...",Punchy
Schmosby!,Punchy
Punchy!,Ted
"Hey, good talking to you, Ted.",Punchy
"Yeah. You, too. If you're ever in New York...",Ted
Definitely.,Punchy
"Sweetie, who was that?",Woman
It was my friend Ted. He sounded kind of depressed.,Punchy
Is this the Ted who got left at the altar?,Woman
"Yeah. He's not doing so good. Poor guy lives in a tiny apartment in New York, nowhere near Times Square. He's got no family around. He's still single, doesn't have a backyard. It's just a bummer.",Punchy
"Maybe you should go visit him. Cheer him up a little. You know, buy him some shots, do the whole wounded bird trick.",Woman
You think that would work?,Punchy
Worked on me.,Woman
"Wow. She sounds pretty great, Punchy.",Ted
"She's my angel. In fact, uh... We're getting married.",Punchy
Wow! Wow! That's... I'm-I'm really happy for you.,Ted
"Thanks, Ted. Thanks. Actually, that's the other reason why I came out here. I wanted to see if you'd be my best man.",Punchy
Of course I will.,Ted
"Yeah! That's great! No, you're stupid. Oh, that's it...",Punchy
"Oh, there you are. Robin, I owe you a huge apology.",Lily
"No, okay? Me first. I've been pulling away from you, and I'm sorry. It's just, the last time my best friend had a baby...",Robin
I know. I know all about it. It's not gonna happen with you and me. And I'm sorry I've been going crazy with this baby stuff. I know you hate babies.,Lily
"Whoa. Look, I hate most babies. But your baby? I'm gonna love that kid so much. I'm gonna pick it up and everything.",Robin
I'm so happy you guys made up.,Marshall
"Me, too.",Ted
Where do I know this song from?,Barney
"Oh, my God. It's the beaver song. Okay, which one of you put this on?",Robin
Wow. This is so dirty.,Barney
"Come on, Barney. It's a sweet song about friendship.",Marshall
"Yeah, dude, come on.",Ted
"*Dah, dah-dah, dah-dah, dah...*",Robin
*You're my favorite beaver...*,Jessica
Two beavers are better than one. *,Robot
"Instead of stuffing, I'm going to fill the turkey with... a slightly smaller turkey. It's called a Turturkeykey!",Ted
A Turturkeykey?,Lily
"Yeah, I was there for the insertion. He used shoehorns. I'll be having sides.",Robin
"Your loss. All right, it's dead in here. I'm gonna call it a little early.",Ted
"What? No! You can't go now. It's the night before Thanksgiving. College chicks are back in town. Their moms just made a snide comment about the weight they gained. They called her a bitch, but deep down, they know she's right. And they're about to walk through that door, where we will be waiting with some light beer and some rock hard approval. Wh-what u-up?",Barney
"Yeah. You don't want to bail early, man. You could become The Blitz.",Marshall
Well... I'm calling it a little early.,Blitz
Wh... you sure? We got big plans.,Ted
"Yeah. Remember how last week we fired up a sandwich, and we listened to Pink Floyd's Dark Side of the Moon while watching The Wizard of Oz?",Marshall
"Well, tonight, we're doing the same thing, only with Weird Al Yankovic's Greatest Hits and Apocalypse Now.",Ted
We'll see what happens.,Marshall
"Nah, it's Kraft/Croft night: mac and cheese and Tomb Raider. Biz-zow!",Blitz
Oh! I'm sorry. I thought this was my room.,Woman
Completely naked!,Ted
Completely naked!,Marshall
"Aw, man!",Blitz
And the movie was awesome.,Marshall
"Aw, man!",Blitz
"At the exact moment Brando first appeared, Weird Al launched right into Eat It.",Ted
"Aw, man!",Blitz
"Well, I'm gonna call it. I just got Madden 2K1, and I can't stop thinking about it.",Blitz
Free beer for everyone!,Ted
Free beer for everyone!,Marshall
"Aw, man!",Blitz
"You know what? Ted, go ahead-- leave early to do something lame. Just don't blame us if you become... The Blitz.",Marshall
"All right, first of all... there's nothing lame about brining a Turturkeykey, copyright pending. And secondly, I don't believe The Curse of The Blitz is real. ",Ted
What the hell happened here?,Ted
"Hey! Morning, Blitz!",Robin
"Aw, man! No, no! Let's get one thing straight, okay? I am not The Blitz.",Ted
"Please stop. Okay, fine.",Ted
...To me.,Barney
The Gentleman!,Lily
The Gentleman!,Everyone
Wait! Wait! Wait! What's that? What's The Gentleman?,Ted
"Oh, you had to be there, Blitz. Yes.",Lily
I'm not The Blitz! (,Ted
"Morning, Blitz!",Zoey
"Thanks, guys! Last night was amazing! The Gentleman!",Zoey
The Gentle...,Everyone
"How could you, my best friends in the world, hang out with my mortal enemy, then let her sleep in the tub where I clean myself?!",Ted
"Sorry, Ted. We can explain. After you Blitzed out last night...",Lily
I'm not The Blitz!,Ted
"Oh, my God... That's Zoey! That's Ted's enemy. Which means she's our enemy. Let's take this bitch down.",Lily
Huh? Huh? Who's got your back? Now let's have dinner!,Lily
"Finish the story, Red.",Ted
"Okay, well, we all started brainstorming ways to mess with her. There were a lot of different ideas kicking around.",Lily
"And then I'm just going to leave her there... buck-naked, covered in candle wax, tied to the bed.",Barney
"Barney, I know that Ted doesn't like that girl, but that's a little extreme.",Marshall
Wait... Ted doesn't like that girl?,Barney
"Okay. Wh...? Well, I got it. You see that silk scarf? I'm going to steal it.",Lily
Can I... help you?,Zoey
"Yeah. Yeah! My name is Lily Aldrin. I'm a friend of Ted Mosby's, so you better...",Lily
You're Lily Aldrin? The painter?!,Zoey
"Well, yeah.",Lily
You're amazing! I bought a bunch of your paintings online.,Zoey
nan,Lily
Yeah.,Zoey
Oh! Thanks!,Lily
"Look, none of us meant for it to happen, but, well, we had an awesome night with her.",Robin
The Gentleman! ,Everyone
"And then, the craziest thing happened.",Lily
I missed a skateboarding dog?,Ted
"Yeah, but that wasn't the crazy part.",Lily
It wasn't?,Ted
"Okay, Marshall. Truth or dare?",Zoey
"Okay, awesome. Well, Lily doesn't let me do truths. So, dare.",Marshall
Okay. I dare you to send a picture of your junk to a complete stranger.,Zoey
Best idea ever!,Marshall
"Worst idea ever! My junk ended up in some stranger's pocket. If there phone was on vibrate, I basically dry-humped them.",Marshall
Okay. Everybody shout out random numbers.,Zoey
"4, 8... 15, 16, 23, 42!",Blitz
And... send!,Zoey
"Wait. Blitz was there, too?",Ted
The Gentleman!,Blitz
The Gentleman!,Everyone
"Oh, I was there for the whole thing. Something inside me just said Grand Theft Auto can wait a night.",Blitz
"It was legen-- wait for Ted to leave, 'cause he's now The Blitz-- -- dary. Legendary!",Barney
I'm not The Blitz!,Ted
"I'm afraid you are, Ted. You see, when you left last night, you changed the course of Blitztory.",Marshall
"I'm finally free! I mean, you have no idea what I've missed all these years: The university president's toupee being snatched by a hawk at graduation, Zeppelin reuniting at my cousin Ira's bar mitzvah, countless nip-slips, crotch shots, sh**ting stars and double rainbows. I've missed them all!",Blitz
"Well, not anymore, Blitz.",Barney
"My name's not Blitz. My name is Steve! Colors seem so bright now. Thank you, Blitz.",Blitz
"What? No! N- n-n-n-no! N-n-no! I'm not The Blitz! The only thing I missed last night was my best friends stabbing me in the back by hanging out with my worst enemy. Guys! I hate Zoey! That means you're supposed to hate her, too! Th-that's your rule, Lily!",Ted
I tried.,Lily
"Tried?! Lily, do you have any idea how many people I've blindly hated for you? I hated Renée Zellweger with a burning passion for eight years, only to discover you meant Reese Witherspoon!",Ted
"Hey, I will hate her until I get my money back for You, Me and Dupree!",Lily
That's Kate Hudson!,Ted
"Oh, yeah. That's who I hate. Guys, we hate Kate Hudson.",Lily
"No, we hate Zoey! I'm so furious at you all right now, but it's Thanksgiving, and I have a Turturkeykey to make. And not that I'm The Blitz, but could everyone please come with me into the kitchen? ",Ted
The oven.,Robin
"Hey, Robin, you should dance on the oven.",Barney
Did they tell you about the skateboarding dog? It was awesome!,Steve
"Great. So not only did you guys betray me, but you broke my oven on Thanksgiving?",Ted
"Full disclosure. We also used all your butter, greasing up Lily so we could see how far we could slide her down the hall.",Barney
"But if it helps, I reached 4G.",Lily
It doesn't help. 4G? No. What-What are we supposed to do now?,Ted
This is awesome! I'm part of this!,Steve
"Barney, I don't know if the oven is deep enough. Plus, it's a display made of cardboard.",Ted
Huh. I should probably disconnect the gas.,Barney
"Hey, just so you guys know, there was a tiny expl*si*n at the sewage treatment plant across the street from our apartment, but I'm sure it's fine by now.",Marshall
This is awesome!,Steve
It's not awesome!,Ted
I think the smaller turkey just tried to crawl further inside the bigger turkey.,Robin
Um... Um... I'm have... I'm having trouble breathing!,Barney
"Mom keeps an extra litter box in here. There you go. Good as new. Oh. Hey, Ginger.",Steve
"Ted, you're not gonna like this, but we do have one other option.",Lily
"Hey, you guys should come to my house for Thanksgiving. My husband always spends it with his daughter, so I'm going to be alone anyway.",Zoey
Could we bring Ted?,Lily
It's Thanksgiving. What the hell?,Zoey
No. Absolutely not.,Ted
Come on. Give her a chance.,Lily
"Ted, you violated a dead turkey with another dead turkey. Don't let that be in vain.",Robin
Guys? Wait a minute. Where's Barney?,Marshall
"And here's the twist, Babaka. Because Ted left early, he's now The Blitz.",Barney
"But Barney, now you left the group. Wouldn't that put you in danger of becoming The Blitz yourself?",Babaka
No. I c... Because... Step on it.,Barney
You missed it.,Marshall
"Oh, my goodness. Our cab took a wrong turn. We were in the Thanksgiving Day parade!",Steve
Tony Bennett passed Ted the mike and he sang Twist and Shout!,Robin
But he's The Blitz.,Barney
No. I'm not The Blitz. I'm The Bueller. You know what this means. You're The Blitz.,Ted
"Oh, God, no!",Barney
"Life moves pretty fast, Barney. If you don't stop and look around once in a while, you might miss it.",Marshall
Chicka-chicka!,Ted
Happy Thanksgiving! Ted.,Zoey
Zoey.,Ted
Best friend alert!,Lily
"Okay, the Turturkeykey is officially cooking.",Ted
"Oh, God, that is disgusting!",Marshall
"Okay, guys, that's starting to hurt.",Ted
"No... no, Ted. Random number guy just sent me his wang back.",Marshall
"Wow. You sent a wang out, and you got a wang back.",Robin
It's a boom-a-wang.,Lily
Nice.,Robin
Thank you.,Lily
"No, I meant the wang.",Robin
"Barney, could you get me some more ice?",Zoey
Sure. But... no one move while I'm gone. : I'm scared.,Barney
You're safe. It's okay to leave the room. You have to actually leave the building for something cool to happen.,Steve
Thanks. You're the only one who's nice to me about this.,Barney
"Okay, I got to test this.",Steve
What happened?,Barney
You missed it!,Lily
"Dude, you walked out of the room, the laws of physics stopped and the laws of awesome tripled.",Marshall
"Aw, man! You said I could leave the room!",Barney
I just wanted to see something cool happen. I'm sorry. But I was on that island for what seems like eternity. I'm going to enjoy things on the other side.,Steve
"No! Y-You... Robin, Robin. I will pay you to be The Blitz. $100! No-- $10,000. No-- 60 bucks. That's a lot of money for someone like you.",Barney
"Dude, The Blitz isn't something that can be bought or sold.",Marshall
"Yeah, it's not like Ted's integrity.",Zoey
"Oh, what was that? I was distracted by the four-caret diamond your 53-year-old husband bought you.",Ted
Facial!,Steve
"Now, if you'll excuse me, I have a turturkeykey to baste.",Ted
I'm coming with you.,Zoey
No... I baste alone.,Ted
"Oh, I'm sure you're a master baster, Ted.",Zoey
Word play. Loving it.,Steve
But relax. I've got a ton of sides to heat up since my plans fell through.,Zoey
Who canceled? Your coven?,Ted
Coven. Group of witches.,Steve
Yeah. They were worn out from putting that spell on your hair.,Zoey
Oh! Serve returned.,Steve
Are you happy? You're ruining Thanksgiving.,Ted
"Well, you're not exactly who I thought I'd be spending Thanksgiving with, either.",Zoey
"God, I'm so happy to be here. My face hurts from smiling.",Steve
"Oh... I'm sorry, Lily. I'm just never going to like that woman.",Ted
"Ted, give her a chance.",Lily
Enemies can't become friends.,Ted
"Yes, they can. Right, guys?",Zoey
"No, no, no. You guys can't be objective. You still feel guilty about last night.",Ted
"Well, let's get an outside opinion.",Robin
Who are we gonna...,Ted
Dear Wang Guy...Can enemies ever be friends? Just wondering.,Robin
Really? Wang Guy? We're asking Wang Guy?,Ted
"He's bold and uninhibited, so why not? And guys, you know what? For fun, why don't we ask him what he does for a living? Wouldn't that be fun? Just ask...",Robin
"Aww. You've got a little crush on Wang Guy, don't you?",Lily
What? No. Shut up. I hate him.,Robin
"Oh, look. We got an answer. Here it is. Yes, enemies can become friends. Remember what Gandhi said. 'Be the change you want to see in the world.'",Marshall
"Uh, did Wang Guy just quote Gandhi?",Steve
"Come on, man. Don't be that Blitz.",Steve
I'm not any Blitz! You're The Blitz! You're all The Blitz! I slept with that cute Indian girl who cuts my hair!,Barney
What does that have to do with anything?,Robin
Nothing! I just forgot to brag about it before!,Barney
"Guys, despite the wit and wisdom of Wang Guy, Zoey and I are never going to be friends. We're just here for her oven and that's it.",Ted
"Oh, my God!",Ted
Did you do that on purpose?,Zoey
What? No. It was an accident.,Ted
"Oh, yeah. Well, like this is.",Zoey
"Oh, great. Real mature.",Ted
"Yeah, well, you started it.",Zoey
"Just stop it! God, can't you two just stop fighting for one day? Like, when the Roadrunner and the Coyote clocked out and had a beer together? Or-Or-Or Tom and Jerry shared a cup of coffee.",Lily
"Lily, those are cartoon characters, and I'm pretty sure you're making up episodes. And if Zoey is a cartoon character, she's Cinderella's evil stepmother!",Ted
"Oh, get out. All of you, out!",Zoey
But it's Thanksgiving.,Lily
And I'm a part of it.,Steve
Out!,Zoey
Wait... Where's Barney?,Marshall
"Hey, guys, the most amazing thing just happened to me in that other roo... Aw, man.",Barney
I don't get it. Why'd she just kick us out like that?,Lily
Where to?,Driver
I guess we're going home.,Ted
Yeah. I don't know where that is.,Driver
"Lily, where'd you get that?",Ted
"Oh. When Zoey booted us, it made me want to steal something of hers again. Apartment full of designer labels, and what do I grab? Happy Turkey Day, Hannah. Love, Zoey. I wonder who Hannah is.",Lily
"Hey, you guys should come to my house for Thanksgiving. My husband always spends it with his daughter, so I'm going to be alone, anyway. Well, you're not exactly who I thought I'd be spending Thanksgiving with, either.",Zoey
"And if Zoey is a cartoon character, she's Cinderella's evil stepmother!",Ted
"Get out! All of you, out!",Zoey
We have to go back to Zoey's.,Ted
"You gotta throw me some addresses, buddy.",Driver
"Oh, God. What are you doing here?",Zoey
Barney let us in.,Ted
Barney was here? I was walking around half-naked.,Zoey
"Aw, man! Wait. Which half?",Barney
"Look, I'm sorry your stepdaughter didn't want to spend Thanksgiving with you.",Ted
How do you know that?,Zoey
I just do. It must be tough.,Ted
"It was the first Thanksgiving Hannah agreed to spend with me, and then at the last minute she changed her mind. She hates my guts.",Zoey
"I get that. Uh, you should hang on to this. You can give it to her next year.",Ted
Yeah... Right. Next year.,Zoey
"Hey, you never know. People don't stay enemies forever.",Ted
Cheers.,Everyone
"Before we eat, we should take a group picture and send it to Wang Guy.",Zoey
"Ooh. Oh. Great idea. All right. Okay. Here we go. One, two, three.",Marshall
"Ted, that is the best-looking turturkeykey I have ever seen.",Zoey
Thank you. Let's just hope it tastes as good as it looks.,Ted
Oops. We forgot to light the candles.,Steve
The Gentleman!,Everyone
What happened? I saw it!,Barney
"Aw, come on, Blitz. Now it's just sad. Aw, man. Oh, go ahead. I forgot my jacket.",Steve
"Oh, hold the door!",Woman
"Thank you, God!",Barney
"Boys! Great to see you! Looking smart. Have a wonderful time tonight, okay?",Captain
Okay. That man is terrifying.,Marshall
"Everything he said was nice, but I am profoundly scared.",Barney
Keep smiling. He can still see us.,Ted
I figured it out! I know what's so creepy about The Captain.,Marshall
Okay.,Robin
Yeah. I snapped this photo of him last time he dropped off Zoey.Observe. The bottom half of his face... is smiling. He seems happy. Seems like a nice guy. ,Marshall
"Captain, what do you think of rainy days?",Barney
"Whoa, he hates them.",Marshall
"Captain, quick question: How do you feel about the Jonas Brothers? Ooh.",Robin
Ooh. What-What is that?,Ted
He hates that he loves them.,Marshall
"Great. Okay. Hey, guys, Zoey just told me about this great Frank Lloyd Wright retrospective tonight. Who's in?",Ted
"Sorry, I'm, uh, I... I- I don't know, washing my hair.",Lily
Running the water.,Marshall
Holding the towel.,Robin
And I'll be home trying to get over the fact that no one invited meto the big hair washing party.,Barney
"All right, fine. Guess it'll just be me and Zoey.",Ted
"Oh, wait. Just the two of you? Tread lightly, Mosby. Any time a single guy hangs out with a married woman, there are rules that must be followed. Rule number one...",Lily
Don't use the husband's condoms. That's just rude.,Barney
Rule number one: don't go anywhere that has candles.,Lily
"Excuse me, Captain, how do you feel about Ted and Zoey having an intimate chat by candlelight? It'll be the last dinner they ever have.",Marshall
"Rule number two: No sharing food. In fact, anything involving saliva is off-limits. Toothbrushes, thermometers, lipstick.",Lily
"Well, if I can't share her lipstick,there's really no pointin even going.",Ted
And the most important rule of all...,Lily
Lubricant is public property. ,Barney
Please.,Marshall
No lying to the spouse about anything you do.,Lily
"Why would anyone lie? Look, Zoey and I are just friends. If there was anything more than that, I wouldn't hang out with her.",Ted
"Lily's right, Ted. Once you're married, it's very hard to be friends with a single person of the opposite sex.",Marshall
"Yeah. Unless you're old friends, which is why I can hang out with Marshall whenever I want. Right, Marsh Madness?",Robin
"No doubt, Robo Cop.",Marshall
